,A,Z,N,Nmax,pdim,ndim,dim
1524,54,26,28,1,1434120,4467090,NaN
1525,54,28,26,1,4467090,1434120,NaN
1526,54,27,27,1,2751960,2751960,NaN
1527,55,27,28,1,2751960,4467090,NaN
1528,55,28,27,1,4467090,2751960,NaN
1529,56,28,28,1,4467090,4467090,NaN
1530,2,1,1,2,20,20,24
1531,3,1,2,2,20,52,41
1532,3,2,1,2,52,20,41
1533,4,1,3,2,20,232,156
1534,4,3,1,2,232,20,156
1535,5,1,4,2,20,688,390
1536,5,4,1,2,688,20,390
1537,6,1,5,2,20,1412,728
1538,6,5,1,2,1412,20,728
1539,7,1,6,2,20,2018,911
1540,7,6,1,2,2018,20,911
1541,8,1,7,2,20,1952,822
1542,8,7,1,2,1952,20,822
1543,9,1,8,2,20,1207,466
1544,9,8,1,2,1207,20,466
1545,10,1,9,2,20,5330,1952
1546,10,9,1,2,5330,20,1952
1547,11,1,10,2,20,17961,6077
1548,11,10,1,2,17961,20,6077
1549,12,1,11,2,20,48040,15566
1550,12,11,1,2,48040,20,15566
1551,13,1,12,2,20,103631,31451
1552,13,12,1,2,103631,20,31451
1553,4,2,2,2,52,52,59
1554,5,2,3,2,52,232,200
1555,5,3,2,2,232,52,200
1556,6,2,4,2,52,688,511
1557,6,4,2,2,688,52,511
1558,7,2,5,2,52,1412,831
1559,7,5,2,2,1412,52,831
1560,8,2,6,2,52,2018,987
1561,8,6,2,2,2018,52,987
1562,9,2,7,2,52,1952,740
1563,9,7,2,2,1952,52,740
1564,10,2,8,2,52,1207,378
1565,10,8,2,2,1207,52,378
1566,11,2,9,2,52,5330,1645
1567,11,9,2,2,5330,52,1645
1568,12,2,10,2,52,17961,5565
1569,12,10,2,2,17961,52,5565
1570,13,2,11,2,52,48040,14082
1571,13,11,2,2,48040,52,14082
1572,14,2,12,2,52,103631,29172
1573,14,12,2,2,103631,52,29172
1574,15,2,13,2,52,181654,47322
1575,15,13,2,2,181654,52,47322
1576,6,3,3,2,232,232,800
1577,7,3,4,2,232,688,1961
1578,7,4,3,2,688,232,1961
1579,8,3,5,2,232,1412,3440
1580,8,5,3,2,1412,232,3440
1581,9,3,6,2,232,2018,3958
1582,9,6,3,2,2018,232,3958
1583,10,3,7,2,232,1952,3232
1584,10,7,3,2,1952,232,3232
1585,11,3,8,2,232,1207,1648
1586,11,8,3,2,1207,232,1648
1587,12,3,9,2,232,5330,7430
1588,12,9,3,2,5330,232,7430
1589,13,3,10,2,232,17961,24205
1590,13,10,3,2,17961,232,24205
1591,14,3,11,2,232,48040,63288
1592,14,11,3,2,48040,232,63288
1593,15,3,12,2,232,103631,128475
1594,15,12,3,2,103631,232,128475
1595,16,3,13,2,232,181654,215094
1596,16,13,3,2,181654,232,215094
1597,17,3,14,2,232,259215,285076
1598,17,14,3,2,259215,232,285076
1599,8,4,4,2,688,688,5103
1600,9,4,5,2,688,1412,8500
1601,9,5,4,2,1412,688,8500
1602,10,4,6,2,688,2018,10111
1603,10,6,4,2,2018,688,10111
1604,11,4,7,2,688,1952,7823
1605,11,7,4,2,1952,688,7823
1606,12,4,8,2,688,1207,4106
1607,12,8,4,2,1207,688,4106
1608,13,4,9,2,688,5330,18141
1609,13,9,4,2,5330,688,18141
1610,14,4,10,2,688,17961,61661
1611,14,10,4,2,17961,688,61661
1612,15,4,11,2,688,48040,158088
1613,15,11,4,2,48040,688,158088
1614,16,4,12,2,688,103631,329788
1615,16,12,4,2,103631,688,329788
1616,17,4,13,2,688,181654,540409
1617,17,13,4,2,181654,688,540409
1618,18,4,14,2,688,259215,729903
1619,18,14,4,2,259215,688,729903
1620,19,4,15,2,688,299772,779241
1621,19,15,4,2,299772,688,779241
1622,10,5,5,2,1412,1412,14502
1623,11,5,6,2,1412,2018,16097
1624,11,6,5,2,2018,1412,16097
1625,12,5,7,2,1412,1952,12436
1626,12,7,5,2,1952,1412,12436
1627,13,5,8,2,1412,1207,5978
1628,13,8,5,2,1207,1412,5978
1629,14,5,9,2,1412,5330,28372
1630,14,9,5,2,5330,1412,28372
1631,15,5,10,2,1412,17961,95638
1632,15,10,5,2,17961,1412,95638
1633,16,5,11,2,1412,48040,254084
1634,16,11,5,2,48040,1412,254084
1635,17,5,12,2,1412,103631,519317
1636,17,12,5,2,103631,1412,519317
1637,18,5,13,2,1412,181654,865958
1638,18,13,5,2,181654,1412,865958
1639,19,5,14,2,1412,259215,1136571
1640,19,14,5,2,259215,1412,1136571
1641,20,5,15,2,1412,299772,1220776
1642,20,15,5,2,299772,1412,1220776
1643,21,5,16,2,1412,277805,1026811
1644,21,16,5,2,277805,1412,1026811
1645,12,6,6,2,2018,2018,17725
1646,13,6,7,2,2018,1952,12450
1647,13,7,6,2,1952,2018,12450
1648,14,6,8,2,2018,1207,5770
1649,14,8,6,2,1207,2018,5770
1650,15,6,9,2,2018,5330,27800
1651,15,9,6,2,5330,2018,27800
1652,16,6,10,2,2018,17961,99181
1653,16,10,6,2,17961,2018,99181
1654,17,6,11,2,2018,48040,260532
1655,17,11,6,2,48040,2018,260532
1656,18,6,12,2,2018,103631,545782
1657,18,12,6,2,103631,2018,545782
1658,19,6,13,2,2018,181654,885536
1659,19,13,6,2,181654,2018,885536
1660,20,6,14,2,2018,259215,1168621
1661,20,14,6,2,259215,2018,1168621
1662,21,6,15,2,2018,299772,1206483
1663,21,15,6,2,299772,2018,1206483
1664,22,6,16,2,2018,277805,1007010
1665,22,16,6,2,277805,2018,1007010
1666,23,6,17,2,2018,202558,646743
1667,23,17,6,2,202558,2018,646743
1668,14,7,7,2,1952,1952,8396
1669,15,7,8,2,1952,1207,3390
1670,15,8,7,2,1207,1952,3390
1671,16,7,9,2,1952,5330,18088
1672,16,9,7,2,5330,1952,18088
1673,17,7,10,2,1952,17961,65187
1674,17,10,7,2,17961,1952,65187
1675,18,7,11,2,1952,48040,178822
1676,18,11,7,2,48040,1952,178822
1677,19,7,12,2,1952,103631,367490
1678,19,12,7,2,103631,1952,367490
1679,20,7,13,2,1952,181654,603254
1680,20,13,7,2,181654,1952,603254
1681,21,7,14,2,1952,259215,765632
1682,21,14,7,2,259215,1952,765632
1683,22,7,15,2,1952,299772,783332
1684,22,15,7,2,299772,1952,783332
1685,23,7,16,2,1952,277805,618826
1686,23,16,7,2,277805,1952,618826
1687,24,7,17,2,1952,202558,387820
1688,24,17,7,2,202558,1952,387820
1689,25,7,18,2,1952,113147,181722
1690,25,18,7,2,113147,1952,181722
1691,16,8,8,2,1207,1207,1245
1692,17,8,9,2,1207,5330,7027
1693,17,9,8,2,5330,1207,7027
1694,18,8,10,2,1207,17961,27537
1695,18,10,8,2,17961,1207,27537
1696,19,8,11,2,1207,48040,75573
1697,19,11,8,2,48040,1207,75573
1698,20,8,12,2,1207,103631,159737
1699,20,12,8,2,103631,1207,159737
1700,21,8,13,2,1207,181654,253753
1701,21,13,8,2,181654,1207,253753
1702,22,8,14,2,1207,259215,320441
1703,22,14,8,2,259215,1207,320441
1704,23,8,15,2,1207,299772,309696
1705,23,15,8,2,299772,1207,309696
1706,24,8,16,2,1207,277805,237743
1707,24,16,8,2,277805,1207,237743
1708,25,8,17,2,1207,202558,137535
1709,25,17,8,2,202558,1207,137535
1710,26,8,18,2,1207,113147,61171
1711,26,18,8,2,113147,1207,61171
1712,27,8,19,2,1207,46560,19252
1713,27,19,8,2,46560,1207,19252
1714,18,9,9,2,5330,5330,39036
1715,19,9,10,2,5330,17961,144700
1716,19,10,9,2,17961,5330,144700
1717,20,9,11,2,5330,48040,402512
1718,20,11,9,2,48040,5330,402512
1719,21,9,12,2,5330,103631,833295
1720,21,12,9,2,103631,5330,833295
1721,22,9,13,2,5330,181654,1366058
1722,22,13,9,2,181654,5330,1366058
1723,23,9,14,2,5330,259215,1724923
1724,23,14,9,2,259215,5330,1724923
1725,24,9,15,2,5330,299772,1745844
1726,24,15,9,2,299772,5330,1745844
1727,25,9,16,2,5330,277805,1361604
1728,25,16,9,2,277805,5330,1361604
1729,26,9,17,2,5330,202558,838776
1730,26,17,9,2,202558,5330,838776
1731,27,9,18,2,5330,113147,385768
1732,27,18,9,2,113147,5330,385768
1733,28,9,19,2,5330,46560,132864
1734,28,19,9,2,46560,5330,132864
1735,29,9,20,2,5330,13261,31039
1736,29,20,9,2,13261,5330,31039
1737,20,10,10,2,17961,17961,542072
1738,21,10,11,2,17961,48040,1469747
1739,21,11,10,2,48040,17961,1469747
1740,22,10,12,2,17961,103631,3108957
1741,22,12,10,2,103631,17961,3108957
1742,23,10,13,2,17961,181654,5040451
1743,23,13,10,2,181654,17961,5040451
1744,24,10,14,2,17961,259215,6552874
1745,24,14,10,2,259215,17961,6552874
1746,25,10,15,2,17961,299772,6624745
1747,25,15,10,2,299772,17961,6624745
1748,26,10,16,2,17961,277805,5362253
1749,26,16,10,2,277805,17961,5362253
1750,27,10,17,2,17961,202558,3328517
1751,27,17,10,2,202558,17961,3328517
1752,28,10,18,2,17961,113147,1605420
1753,28,18,10,2,113147,17961,1605420
1754,29,10,19,2,17961,46560,562659
1755,29,19,10,2,46560,17961,562659
1756,30,10,20,2,17961,13261,140097
1757,30,20,10,2,13261,17961,140097
1758,31,10,21,2,17961,85952,963446
1759,31,21,10,2,85952,17961,963446
1760,22,11,11,2,48040,48040,4060842
1761,23,11,12,2,48040,103631,8456817
1762,23,12,11,2,103631,48040,8456817
1763,24,11,13,2,48040,181654,14001974
1764,24,13,11,2,181654,48040,14001974
1765,25,11,14,2,48040,259215,18022117
1766,25,14,11,2,259215,48040,18022117
1767,26,11,15,2,48040,299772,18656456
1768,26,15,11,2,299772,48040,18656456
1769,27,11,16,2,48040,277805,15015693
1770,27,16,11,2,277805,48040,15015693
1771,28,11,17,2,48040,202558,9582152
1772,28,17,11,2,202558,48040,9582152
1773,29,11,18,2,48040,113147,4612826
1774,29,18,11,2,113147,48040,4612826
1775,30,11,19,2,48040,46560,1671312
1776,30,19,11,2,46560,48040,1671312
1777,31,11,20,2,48040,13261,416672
1778,31,20,11,2,13261,48040,416672
1779,32,11,21,2,48040,85952,2880458
1780,32,21,11,2,85952,48040,2880458
1781,33,11,22,2,48040,410755,14443359
1782,33,22,11,2,410755,48040,14443359
1783,24,12,12,2,103631,103631,17941903
1784,25,12,13,2,103631,181654,29299729
1785,25,13,12,2,181654,103631,29299729
1786,26,12,14,2,103631,259215,38356321
1787,26,14,12,2,259215,103631,38356321
1788,27,12,15,2,103631,299772,39202665
1789,27,15,12,2,299772,103631,39202665
1790,28,12,16,2,103631,277805,32086805
1791,28,16,12,2,277805,103631,32086805
1792,29,12,17,2,103631,202558,20228928
1793,29,17,12,2,202558,103631,20228928
1794,30,12,18,2,103631,113147,9914189
1795,30,18,12,2,113147,103631,9914189
1796,31,12,19,2,103631,46560,3548774
1797,31,19,12,2,46560,103631,3548774
1798,32,12,20,2,103631,13261,902797
1799,32,20,12,2,13261,103631,902797
1800,33,12,21,2,103631,85952,6142397
1801,33,21,12,2,85952,103631,6142397
1802,34,12,22,2,103631,410755,31209451
1803,34,22,12,2,410755,103631,31209451
1804,35,12,23,2,103631,1544394,122145274
1805,35,23,12,2,1544394,103631,122145274
1806,26,13,13,2,181654,181654,48566068
1807,27,13,14,2,181654,259215,62575553
1808,27,14,13,2,259215,181654,62575553
1809,28,13,15,2,181654,299772,64678910
1810,28,15,13,2,299772,181654,64678910
1811,29,13,16,2,181654,277805,52003334
1812,29,16,13,2,277805,181654,52003334
1813,30,13,17,2,181654,202558,33086834
1814,30,17,13,2,202558,181654,33086834
1815,31,13,18,2,181654,113147,15895305
1816,31,18,13,2,113147,181654,15895305
1817,32,13,19,2,181654,46560,5737160
1818,32,19,13,2,46560,181654,5737160
1819,33,13,20,2,181654,13261,1426652
1820,33,20,13,2,13261,181654,1426652
1821,34,13,21,2,181654,85952,9932424
1822,34,21,13,2,85952,181654,9932424
1823,35,13,22,2,181654,410755,50133292
1824,35,22,13,2,410755,181654,50133292
1825,36,13,23,2,181654,1544394,199528374
1826,36,23,13,2,1544394,181654,199528374
1827,37,13,24,2,181654,4751007,633721473
1828,37,24,13,2,4751007,181654,633721473
1829,28,14,14,2,259215,259215,81397848
1830,29,14,15,2,259215,299772,82437178
1831,29,15,14,2,299772,259215,82437178
1832,30,14,16,2,259215,277805,66583805
1833,30,16,14,2,277805,259215,66583805
1834,31,14,17,2,259215,202558,41337821
1835,31,17,14,2,202558,259215,41337821
1836,32,14,18,2,259215,113147,19880598
1837,32,18,14,2,113147,259215,19880598
1838,33,14,19,2,259215,46560,6970904
1839,33,19,14,2,46560,259215,6970904
1840,34,14,20,2,259215,13261,1731255
1841,34,20,14,2,13261,259215,1731255
1842,35,14,21,2,259215,85952,12059350
1843,35,21,14,2,85952,259215,12059350
1844,36,14,22,2,259215,410755,62398432
1845,36,22,14,2,410755,259215,62398432
1846,37,14,23,2,259215,1544394,247841776
1847,37,23,14,2,1544394,259215,247841776
1848,38,14,24,2,259215,4751007,801159735
1849,38,24,14,2,4751007,259215,801159735
1850,39,14,25,2,259215,12255684,2112498884
1851,39,25,14,2,12255684,259215,2112498884
1852,30,15,15,2,299772,299772,83750802
1853,31,15,16,2,299772,277805,65869235
1854,31,16,15,2,277805,299772,65869235
1855,32,15,17,2,299772,202558,40778148
1856,32,17,15,2,202558,299772,40778148
1857,33,15,18,2,299772,113147,18978863
1858,33,18,15,2,113147,299772,18978863
1859,34,15,19,2,299772,46560,6603298
1860,34,19,15,2,46560,299772,6603298
1861,35,15,20,2,299772,13261,1575556
1862,35,20,15,2,13261,299772,1575556
1863,36,15,21,2,299772,85952,11379414
1864,36,21,15,2,85952,299772,11379414
1865,37,15,22,2,299772,410755,59158980
1866,37,22,15,2,410755,299772,59158980
1867,38,15,23,2,299772,1544394,240887876
1868,38,23,15,2,1544394,299772,240887876
1869,39,15,24,2,299772,4751007,778394546
1870,39,24,15,2,4751007,299772,778394546
1871,40,15,25,2,299772,12255684,2087107126
1872,40,25,15,2,12255684,299772,2087107126
1873,41,15,26,2,299772,26925603,NaN
1874,41,26,15,2,26925603,299772,NaN
1875,32,16,16,2,277805,277805,51595277
1876,33,16,17,2,277805,202558,30856035
1877,33,17,16,2,202558,277805,30856035
1878,34,16,18,2,277805,113147,14199189
1879,34,18,16,2,113147,277805,14199189
1880,35,16,19,2,277805,46560,4729015
1881,35,19,16,2,46560,277805,4729015
1882,36,16,20,2,277805,13261,1107097
1883,36,20,16,2,13261,277805,1107097
1884,37,16,21,2,277805,85952,8112139
1885,37,21,16,2,85952,277805,8112139
1886,38,16,22,2,277805,410755,43701573
1887,38,22,16,2,410755,277805,43701573
1888,39,16,23,2,277805,1544394,179037413
1889,39,23,16,2,1544394,277805,179037413
1890,40,16,24,2,277805,4751007,592259729
1891,40,24,16,2,4751007,277805,592259729
1892,41,16,25,2,277805,12255684,1586934024
1893,41,25,16,2,12255684,277805,1586934024
1894,42,16,26,2,277805,26925603,NaN
1895,42,26,16,2,26925603,277805,NaN
1896,43,16,27,2,277805,50872500,NaN
1897,43,27,16,2,50872500,277805,NaN
1898,34,17,17,2,202558,202558,18224732
1899,35,17,18,2,202558,113147,8014213
1900,35,18,17,2,113147,202558,8014213
1901,36,17,19,2,202558,46560,2609142
1902,36,19,17,2,46560,202558,2609142
1903,37,17,20,2,202558,13261,574726
1904,37,20,17,2,13261,202558,574726
1905,38,17,21,2,202558,85952,4440840
1906,38,21,17,2,85952,202558,4440840
1907,39,17,22,2,202558,410755,24310692
1908,39,22,17,2,410755,202558,24310692
1909,40,17,23,2,202558,1544394,103011090
1910,40,23,17,2,1544394,202558,103011090
1911,41,17,24,2,202558,4751007,342664396
1912,41,24,17,2,4751007,202558,342664396
1913,42,17,25,2,202558,12255684,937644918
1914,42,25,17,2,12255684,202558,937644918
1915,43,17,26,2,202558,26925603,2104973124
1916,43,26,17,2,26925603,202558,2104973124
1917,44,17,27,2,202558,50872500,NaN
1918,44,27,17,2,50872500,202558,NaN
1919,45,17,28,2,202558,83134386,NaN
1920,45,28,17,2,83134386,202558,NaN
1921,36,18,18,2,113147,113147,3441240
1922,37,18,19,2,113147,46560,1052237
1923,37,19,18,2,46560,113147,1052237
1924,38,18,20,2,113147,13261,222111
1925,38,20,18,2,13261,113147,222111
1926,39,18,21,2,113147,85952,1775153
1927,39,21,18,2,85952,113147,1775153
1928,40,18,22,2,113147,410755,10223150
1929,40,22,18,2,410755,113147,10223150
1930,41,18,23,2,113147,1544394,43992499
1931,41,23,18,2,1544394,113147,43992499
1932,42,18,24,2,113147,4751007,150920165
1933,42,24,18,2,4751007,113147,150920165
1934,43,18,25,2,113147,12255684,414442505
1935,43,25,18,2,12255684,113147,414442505
1936,44,18,26,2,113147,26925603,947020388
1937,44,26,18,2,26925603,113147,947020388
1938,45,18,27,2,113147,50872500,1789108471
1939,45,27,18,2,50872500,113147,1789108471
1940,46,18,28,2,113147,83134386,NaN
1941,46,28,18,2,83134386,113147,NaN
1942,38,19,19,2,46560,46560,307926
1943,39,19,20,2,46560,13261,58912
1944,39,20,19,2,13261,46560,58912
1945,40,19,21,2,46560,85952,512650
1946,40,21,19,2,85952,46560,512650
1947,41,19,22,2,46560,410755,3053534
1948,41,22,19,2,410755,46560,3053534
1949,42,19,23,2,46560,1544394,13776940
1950,42,23,19,2,1544394,46560,13776940
1951,43,19,24,2,46560,4751007,47895773
1952,43,24,19,2,4751007,46560,47895773
1953,44,19,25,2,46560,12255684,135132002
1954,44,25,19,2,12255684,46560,135132002
1955,45,19,26,2,46560,26925603,308873037
1956,45,26,19,2,26925603,46560,308873037
1957,46,19,27,2,46560,50872500,591491880
1958,46,27,19,2,50872500,46560,591491880
1959,47,19,28,2,46560,83134386,NaN
1960,47,28,19,2,83134386,46560,NaN
1961,40,20,20,2,13261,13261,10257
1962,41,20,21,2,13261,85952,96577
1963,41,21,20,2,85952,13261,96577
1964,42,20,22,2,13261,410755,623931
1965,42,22,20,2,410755,13261,623931
1966,43,20,23,2,13261,1544394,2905552
1967,43,23,20,2,1544394,13261,2905552
1968,44,20,24,2,13261,4751007,10545125
1969,44,24,20,2,4751007,13261,10545125
1970,45,20,25,2,13261,12255684,30040094
1971,45,25,20,2,12255684,13261,30040094
1972,46,20,26,2,13261,26925603,70213163
1973,46,26,20,2,26925603,13261,70213163
1974,47,20,27,2,13261,50872500,133888837
1975,47,27,20,2,50872500,13261,133888837
1976,48,20,28,2,13261,83134386,NaN
1977,48,28,20,2,83134386,13261,NaN
1978,42,21,21,2,85952,85952,856722
1979,43,21,22,2,85952,410755,5176548
1980,43,22,21,2,410755,85952,5176548
1981,44,21,23,2,85952,1544394,23574244
1982,44,23,21,2,1544394,85952,23574244
1983,45,21,24,2,85952,4751007,82560407
1984,45,24,21,2,4751007,85952,82560407
1985,46,21,25,2,85952,12255684,234016240
1986,46,25,21,2,12255684,85952,234016240
1987,47,21,26,2,85952,26925603,536808787
1988,47,26,21,2,26925603,85952,536808787
1989,48,21,27,2,85952,50872500,1029807998
1990,48,27,21,2,50872500,85952,1029807998
1991,49,21,28,2,85952,83134386,NaN
1992,49,28,21,2,83134386,85952,NaN
1993,44,22,22,2,410755,410755,30568970
1994,45,22,23,2,410755,1544394,134197521
1995,45,23,22,2,1544394,410755,134197521
1996,46,22,24,2,410755,4751007,466623785
1997,46,24,22,2,4751007,410755,466623785
1998,47,22,25,2,410755,12255684,1295055292
1999,47,25,22,2,12255684,410755,1295055292
2000,48,22,26,2,410755,26925603,-1316975068
2001,48,26,22,2,26925603,410755,-1316975068
2002,49,22,27,2,410755,50872500,NaN
2003,49,27,22,2,50872500,410755,NaN
2004,50,22,28,2,410755,83134386,NaN
2005,50,28,22,2,83134386,410755,NaN
2006,46,23,23,2,1544394,1544394,584538800
2007,47,23,24,2,1544394,4751007,1987995254
2008,47,24,23,2,4751007,1544394,1987995254
2009,48,23,25,2,1544394,12255684,NaN
2010,48,25,23,2,12255684,1544394,NaN
2011,49,23,26,2,1544394,26925603,NaN
2012,49,26,23,2,26925603,1544394,NaN
2013,50,23,27,2,1544394,50872500,NaN
2014,50,27,23,2,50872500,1544394,NaN
2015,51,23,28,2,1544394,83134386,NaN
2016,51,28,23,2,83134386,1544394,NaN
2017,48,24,24,2,4751007,4751007,NaN
2018,49,24,25,2,4751007,12255684,NaN
2019,49,25,24,2,12255684,4751007,NaN
2020,50,24,26,2,4751007,26925603,NaN
2021,50,26,24,2,26925603,4751007,NaN
2022,51,24,27,2,4751007,50872500,NaN
2023,51,27,24,2,50872500,4751007,NaN
2024,52,24,28,2,4751007,83134386,NaN
2025,52,28,24,2,83134386,4751007,NaN
2026,50,25,25,2,12255684,12255684,NaN
2027,51,25,26,2,12255684,26925603,NaN
2028,51,26,25,2,26925603,12255684,NaN
2029,52,25,27,2,12255684,50872500,NaN
2030,52,27,25,2,50872500,12255684,NaN
2031,53,25,28,2,12255684,83134386,NaN
2032,53,28,25,2,83134386,12255684,NaN
2033,52,26,26,2,26925603,26925603,NaN
2034,53,26,27,2,26925603,50872500,NaN
2035,53,27,26,2,50872500,26925603,NaN
2036,54,26,28,2,26925603,83134386,NaN
2037,54,28,26,2,83134386,26925603,NaN
2038,54,27,27,2,50872500,50872500,NaN
2039,55,27,28,2,50872500,83134386,NaN
2040,55,28,27,2,83134386,50872500,NaN
2041,56,28,28,2,83134386,NaN,NaN
2042,2,1,1,3,40,40,56
2043,3,1,2,3,40,164,139
2044,3,2,1,3,164,40,139
2045,4,1,3,3,40,814,586
2046,4,3,1,3,814,40,586
2047,5,1,4,3,40,2740,1638
2048,5,4,1,3,2740,40,1638
2049,6,1,5,3,40,6482,3456
2050,6,5,1,3,6482,40,3456
2051,7,1,6,3,40,10850,5037
2052,7,6,1,3,10850,40,5037
2053,8,1,7,3,40,12734,5440
2054,8,7,1,3,12734,40,5440
2055,9,1,8,3,40,10219,3936
2056,9,8,1,3,10219,40,3936
2057,10,1,9,3,40,41492,15230
2058,10,9,1,3,41492,40,15230
2059,11,1,10,3,40,135045,46089
2060,11,10,1,3,135045,40,46089
2061,12,1,11,3,40,359276,117472
2062,12,11,1,3,359276,40,117472
2063,13,1,12,3,40,790379,242655
2064,13,12,1,3,790379,40,242655
2065,4,2,2,3,164,164,260
2066,5,2,3,3,164,814,989
2067,5,3,2,3,814,164,989
2068,6,2,4,3,164,2740,2714
2069,6,4,2,3,2740,164,2714
2070,7,2,5,3,164,6482,4997
2071,7,5,2,3,6482,164,4997
2072,8,2,6,3,164,10850,6808
2073,8,6,2,3,10850,164,6808
2074,9,2,7,3,164,12734,6261
2075,9,7,2,3,12734,164,6261
2076,10,2,8,3,164,10219,4080
2077,10,8,2,3,10219,164,4080
2078,11,2,9,3,164,41492,16112
2079,11,9,2,3,41492,164,16112
2080,12,2,10,3,164,135045,51510
2081,12,10,2,3,135045,164,51510
2082,13,2,11,3,164,359276,129000
2083,13,11,2,3,359276,164,129000
2084,14,2,12,3,164,790379,270166
2085,14,12,2,3,790379,164,270166
2086,15,2,13,3,164,1444828,455151
2087,15,13,2,3,1444828,164,455151
2088,6,3,3,3,814,814,4076
2089,7,3,4,3,814,2740,10817
2090,7,4,3,3,2740,814,10817
2091,8,3,5,3,814,6482,20918
2092,8,5,3,3,6482,814,20918
2093,9,3,6,3,814,10850,27595
2094,9,6,3,3,10850,814,27595
2095,10,3,7,3,814,12734,26576
2096,10,7,3,3,12734,814,26576
2097,11,3,8,3,814,10219,17061
2098,11,8,3,3,10219,814,17061
2099,12,3,9,3,814,41492,69956
2100,12,9,3,3,41492,814,69956
2101,13,3,10,3,814,135045,218755
2102,13,10,3,3,135045,814,218755
2103,14,3,11,3,814,359276,564376
2104,14,11,3,3,359276,814,564376
2105,15,3,12,3,814,790379,1162614
2106,15,12,3,3,790379,814,1162614
2107,16,3,13,3,814,1444828,2010940
2108,16,13,3,3,1444828,814,2010940
2109,17,3,14,3,814,2194379,2814803
2110,17,14,3,3,2194379,814,2814803
2111,8,4,4,3,2740,2740,29832
2112,9,4,5,3,2740,6482,54978
2113,9,5,4,3,6482,2740,54978
2114,10,4,6,3,2740,10850,73826
2115,10,6,4,3,10850,2740,73826
2116,11,4,7,3,2740,12734,67512
2117,11,7,4,3,12734,2740,67512
2118,12,4,8,3,2740,10219,43872
2119,12,8,4,3,10219,2740,43872
2120,13,4,9,3,2740,41492,177567
2121,13,9,4,3,41492,2740,177567
2122,14,4,10,3,2740,135045,575720
2123,14,10,4,3,135045,2740,575720
2124,15,4,11,3,2740,359276,1460284
2125,15,11,4,3,359276,2740,1460284
2126,16,4,12,3,2740,790379,3077120
2127,16,12,4,3,790379,2740,3077120
2128,17,4,13,3,2740,1444828,5215984
2129,17,13,4,3,1444828,2740,5215984
2130,18,4,14,3,2740,2194379,7408962
2131,18,14,4,3,2194379,2740,7408962
2132,19,4,15,3,2740,2758140,8502710
2133,19,15,4,3,2758140,2740,8502710
2134,10,5,5,3,6482,6482,102332
2135,11,5,6,3,6482,10850,128911
2136,11,6,5,3,10850,6482,128911
2137,12,5,7,3,6482,12734,116876
2138,12,7,5,3,12734,6482,116876
2139,13,5,8,3,6482,10219,70363
2140,13,8,5,3,10219,6482,70363
2141,14,5,9,3,6482,41492,300560
2142,14,9,5,3,41492,6482,300560
2143,15,5,10,3,6482,135045,965343
2144,15,10,5,3,135045,6482,965343
2145,16,5,11,3,6482,359276,2519252
2146,16,11,5,3,359276,6482,2519252
2147,17,5,12,3,6482,790379,5204562
2148,17,12,5,3,790379,6482,5204562
2149,18,5,13,3,6482,1444828,8938586
2150,18,13,5,3,1444828,6482,8938586
2151,19,5,14,3,6482,2194379,12353084
2152,19,14,5,3,2194379,6482,12353084
2153,20,5,15,3,6482,2758140,14216180
2154,20,15,5,3,2758140,6482,14216180
2155,21,5,16,3,6482,2847161,13117578
2156,21,16,5,3,2847161,6482,13117578
2157,12,6,6,3,10850,10850,160084
2158,13,6,7,3,10850,12734,133365
2159,13,7,6,3,12734,10850,133365
2160,14,6,8,3,10850,10219,77244
2161,14,8,6,3,10219,10850,77244
2162,15,6,9,3,10850,41492,332907
2163,15,9,6,3,41492,10850,332907
2164,16,6,10,3,10850,135045,1117224
2165,16,10,6,3,135045,10850,1117224
2166,17,6,11,3,10850,359276,2878802
2167,17,11,6,3,359276,10850,2878802
2168,18,6,12,3,10850,790379,6059936
2169,18,12,6,3,790379,10850,6059936
2170,19,6,13,3,10850,1444828,10135543
2171,19,13,6,3,1444828,10850,10135543
2172,20,6,14,3,10850,2194379,14038500
2173,20,14,6,3,2194379,10850,14038500
2174,21,6,15,3,10850,2758140,15563029
2175,21,15,6,3,2758140,10850,15563029
2176,22,6,16,3,10850,2847161,14213788
2177,22,16,6,3,2847161,10850,14213788
2178,23,6,17,3,10850,2384572,10262017
2179,23,17,6,3,2384572,10850,10262017
2180,14,7,7,3,12734,12734,106468
2181,15,7,8,3,12734,10219,54781
2182,15,8,7,3,10219,12734,54781
2183,16,7,9,3,12734,41492,254864
2184,16,9,7,3,41492,12734,254864
2185,17,7,10,3,12734,135045,858744
2186,17,10,7,3,135045,12734,858744
2187,18,7,11,3,12734,359276,2286464
2188,18,11,7,3,359276,12734,2286464
2189,19,7,12,3,12734,790379,4717972
2190,19,12,7,3,790379,12734,4717972
2191,20,7,13,3,12734,1444828,7949438
2192,20,13,7,3,1444828,12734,7949438
2193,21,7,14,3,12734,2194379,10614012
2194,21,14,7,3,2194379,12734,10614012
2195,22,7,15,3,12734,2758140,11638264
2196,22,15,7,3,2758140,12734,11638264
2197,23,7,16,3,12734,2847161,10096745
2198,23,16,7,3,2847161,12734,10096745
2199,24,7,17,3,12734,2384572,7097416
2200,24,17,7,3,2384572,12734,7097416
2201,25,7,18,3,12734,1591199,3853029
2202,25,18,7,3,1591199,12734,3853029
